,researcher_name,skills
46,"Farouk, Tanvir   I.","{'energy', 'combustion', 'multiphysics modeling', 'plasma', 'thermalfluid science'}"
47,"Fenner, Stephen A. ","{'especially quantum computing information', 'professor fenner core theoretical foundation computing computability computational complexity', 'computability computational', 'professor fenner', 'core theoretical', 'foundation computing', 'computing computability', 'fenner core', 'quantum computing', 'computational complexity', 'theoretical foundation', 'computing information', 'especially quantum'}"
48,"Fiedler, Kirk","{'business', 'computer science'}"
49,"Flora, Joseph","{'process water quality engineering', 'modeling environmental', 'modeling water', 'water quality', 'main molecular', 'process water', 'environmental reaction', 'dr flora main molecular modeling environmental reaction', 'computer modeling water quality engineering process', 'dr flora', 'molecular modeling', 'computer modeling', 'engineering process', 'flora main', 'quality engineering'}"
50,"Gadala-Maria, Francis","{'engineering centerroom', 'main streetcolumbia', 'centerroom main', 'sc', 'engineering centerroom main streetcolumbia', 'stanford'}"
51,"Gassman, Sarah","{'civil', 'geotechnical', 'engineering'}"
52,"Gatzke, Edward P.","{'product variability', 'value taking', 'nonconvex nonseparable', 'integer optimization', 'ongoing effort', 'new moving', 'discrete value', 'gatzke area', 'fundamental understanding', 'online solution', 'large scale system', 'improve productivity', 'process modeling', 'room main street columbia', 'effort parallel', 'new moving horizon formulation involving unknown value taking discrete value proposed application require online solution constrained mixed integer optimization problem ongoing effort parallel programming effort mixed integer optimization', 'requires fundamental', 'nonlinear characteristic', 'optimization efficient operation chemical process requires fundamental understanding dynamic nonlinear characteristic variety controller formulation developed reduce product variability improve productivity estimation diagnostic method used develop process information easily directly acquired instrumentation recently', 'scale system', 'reduce product', 'process requires', 'application area', 'sc gatzke area process modeling', 'easily directly', 'mixed integer', 'large scale', 'involving unknown', 'require online', 'characteristic variety', 'method application', 'bio process', 'estimation diagnostic', 'efficient operation', 'problem ongoing', 'formulation developed', 'instrumentation recently', 'constrained mixed', 'control', 'formulation involving', 'process information', 'operation chemical', 'main street', 'parallel nonconvex', 'variety controller', 'diagnostic method', 'approximation parallel', 'room main', 'reduce method', 'street columbia', 'integer outer', 'effort mixed', 'productivity estimation', 'sc gatzke', 'directly acquired', 'acquired instrumentation', 'particulate processing', 'parallel programming', 'used develop', 'value proposed', 'branch reduce', 'nonseparable mixed', 'optimization problem', 'optimization efficient', 'developed reduce', 'area particulate', 'develop process', 'method used', 'variability improve', 'application require', 'unknown value', 'including parallel nonconvex nonseparable mixed integer outer approximation parallel nonconvex branch reduce method application area particulate processing', 'including parallel', 'understanding dynamic', 'outer approximation', 'area process', 'controller formulation', 'solution constrained', 'proposed application', 'programming effort', 'dynamic nonlinear', 'chemical process', 'nonconvex branch', 'moving horizon', 'taking discrete', 'information easily', 'horizon formulation'}"
53,"Gerdes, Jr., John H.","{'article appeared', 'taught ohio', 'dealign measurement', 'one dealign measurement coke temperature', 'john gerdes', 'engineering cornell', 'nashville', 'one development new public key certificate support user privacy currently associate editor electronic commerce telecommunication system', 'pa eng', 'coke temperature', 'information system', 'one development', 'system vanderbilt', 'key certificate', 'department integrated', 'integrated information', 'journal ha', 'associate editor', 'commerce telecommunication', 'innovation assembly', 'measurement coke', 'public key', 'columbia', 'ph information system vanderbilt ha taught ohio state', 'assembly street', 'ha authored', 'appeared communication', 'innovation assembly street', 'transaction iie', 'ithaca', 'database management', 'new public', 'computer science vanderbilt', 'c teach', 'ohio state', 'china article appeared communication acm', 'user privacy', 'cornell', 'telecommunication system', 'ph information', 'b eng', 'dr gerdes', 'professor department', 'c teach software development', 'privacy currently', 'editor electronic', 'suite', 'hold b', 'dr john', 'associate professor', 'communication acm', 'certificate support', 'authored two', 'two patent', 'china article', 'journal ha authored two patent', 'teach software', 'bethlehem', 'decision support system', 'database management dr gerdes hold b eng mechanical engineering cornell', 'management dr', 'gerdes hold', 'development new', 'currently associate', 'science vanderbilt', 'eng mechanical', 'dr john gerdes associate professor department integrated information', 'tenn b', 'shanghai', 'gerdes associate', 'mechanical engineering', 'decision support', 'web site', 'sc', 'tenn', 'vanderbilt', 'software development', 'computer science', 'support system', 'electronic commerce', 'vanderbilt ha', 'site development', 'one dealign', 'ha taught', 'california riverside', 'support user', 'lehigh', 'jia tong', 'web site development'}"
54,"Gholizadeh, Sona","{'higher education', 'system analysis', 'engineering education'}"
55,"Gibbons, Joseph H.","{'pittsburgh', 'ph'}"
56,"Ginn, Herbert L.","{'carolinamississippi state', 'sc carolinamississippi state', 'main street', 'sc carolinamississippi', 'street columbia', 'swearingenroom main', 'swearingenroom main street columbia'}"
57,"Giurgiutiu (Jurjutzu), Victor","{'society mechanical', 'several book', 'smart structure', 'chapter many', 'dr giurgiutiu', 'mechanic topic', 'ha published', 'editor aeronautical', 'dr giurgiutiu span active material', 'health monitoring', 'fellow royal', 'structural health', 'journal raes', 'applied mechanic', 'active material', 'asme associate', 'conference paper', 'book chapter', 'giurgiutiu ha', 'journal article', 'raes american', 'physic applied', 'engineer asme', 'published several', 'book book', 'mechanical engineer', 'royal aeronautical', 'society raes', 'american society', 'multi physic', 'multi physic applied mechanic topic dr giurgiutiu ha published several book book chapter many journal article conference paper fellow royal aeronautical society raes american society mechanical engineer asme associate editor aeronautical journal raes', 'article conference', 'giurgiutiu span', 'many journal', 'associate editor', 'span active', 'paper fellow', 'structural health monitoring', 'topic dr', 'aeronautical society', 'aeronautical journal', 'mechatronics'}"
58,"Glenn Jr., Odell","{'effectiveness using', 'dry dust', 'asthma trigger', 'produced indoor', 'oil cfd', 'fundamental aspect', 'bound dry', 'unique way', 'education along', 'dry ice', 'passion education', 'undergraduate core', 'fundamental aspect novel technology abatement allergenic protein involved development approach potentially reduce potency asthma trigger produced indoor environment allergen bound dry dust particle home effectiveness using dry ice', 'essential oil cfd modeling elisa assay wa investigated present passion education along engineering education investigating new unique way teach undergraduate core fundamental key educator student', 'environment allergen', 'modeling elisa', 'technology abatement', 'way teach', 'present passion', 'education investigating', 'potency asthma', 'home effectiveness', 'abatement allergenic', 'teach undergraduate', 'aspect novel', 'protein involved', 'engineering education', 'allergenic protein', 'reduce potency', 'wa investigated', 'elisa assay', 'educator student', 'potentially reduce', 'investigating new', 'fundamental key', 'key educator', 'using dry', 'novel technology', 'involved development', 'development approach', 'approach potentially', 'along engineering', 'indoor environment', 'dust particle', 'trigger produced', 'particle home', 'essential oil', 'cfd modeling', 'investigated present', 'new unique', 'allergen bound', 'core fundamental', 'assay wa'}"
59,"Goharian, Erfan","{'system analysis', 'integrated water', 'water resource', 'integrated water resource management', 'hydroinformatics', 'resource management'}"
60,"Gower, R. Michael","{'immunoengineering', 'biomaterials'}"
61,"Gray, Joshua","{'range experience', 'chemical engineering', 'used nuclear', 'hydrogen storage', 'participated several', 'localized corrosion', 'department state', 'involves application', 'extensive experience', 'experienced engineer diverse background ranging educational instruction mentoring role', 'experience primarily', 'hydrogen storage fuel cell application', 'application electrochemical', 'serving laboratory manager instructor chemistry department state supported liberal art experience primarily involves application electrochemical engineering localized corrosion sustainable energy application worked area material compatibility corrosion susceptibility high temperature heat transfer fluid solar energy', 'state supported', 'instructor chemistry', 'manager instructor', 'engineering localized', 'area material', 'serving laboratory', 'development alternative separation process used nuclear fuel', 'ups area', 'mentor thesis', 'entrepreneurial start ups community based non profit social work educational role range experience teaching assistant graduate school chemical engineering laboratory', 'component characterization', 'several start', 'social work', 'school chemical', 'cell application', 'temperature heat', 'ups community', 'development environment', 'community based', 'substance use', 'experience teaching', 'non profit', 'entrepreneurial start', 'supported liberal', 'ranging educational', 'solar energy', 'corrosion sustainable', 'nonprofit area', 'laboratory manager', 'work educational', 'material compatibility', 'worked area', 'susceptibility high', 'educational role', 'serving mentor', 'mentoring role', 'currently co founder nonprofit area recovery substance use disorder', 'development alternative', 'area fuel', 'battery component characterization participated several start ups area fuel cell hydrogen storage technology', 'cell hydrogen', 'experience development', 'fuel cell', 'sustainable energy', 'based non', 'co founder', 'diverse background', 'experienced engineer', 'fluid solar', 'nuclear fuel', 'national laboratory', 'heat transfer', 'corrosion susceptibility', 'adjunct professor', 'energy application', 'working national', 'background ranging', 'liberal art', 'alternative separation', 'application worked', 'battery component', 'area recovery', 'transfer fluid', 'member adjunct', 'founder nonprofit', 'chemistry department', 'start ups', 'graduate school', 'serving mentor thesis committee member adjunct professor working national laboratory system', 'compatibility corrosion', 'extensive experience development environment', 'storage technology', 'profit social', 'professor working', 'primarily involves', 'thesis committee', 'currently co', 'storage fuel', 'role range', 'laboratory system', 'teaching assistant', 'separation process', 'use disorder', 'engineering laboratory', 'instruction mentoring', 'committee member', 'process used', 'recovery substance', 'art experience', 'characterization participated', 'electrochemical engineering', 'engineer diverse', 'assistant graduate', 'high temperature', 'educational instruction'}"
62,"Gross, Andrew J.","{'dr gross center mechanical property material includes design', 'center mechanical', 'fabrication', 'calibration material', 'use full', 'full field', 'nanoscale constituent', 'material model', 'especially nanoscale', 'includes design', 'mechanical property', 'data calibration', 'dr gross', 'characterization architected material', 'field experimental', 'architected material', 'experimental data', 'gross center', 'constituent well', 'material includes', 'characterization architected', 'especially nanoscale constituent well use full field experimental data calibration material model', 'property material', 'well use'}"
63,"Gumina, Sharon","{'sc year experience developer', 'using various', 'version developer', 'oracle visual', 'studio palo', 'information technology', 'educator information', 'security operation', 'version developer using various tool including sql developer oracle visual studio palo alto network authorized cybersecurity academy instructor', 'technology cisco', 'innovation center', 'developer using', 'center assembly', 'cyber security', 'visual studio', 'instructor cyber', 'tool including', 'developer oracle', 'routing switching', 'sql developer', 'alto network', 'analyst', 'innovation center assembly street', 'network authorized', 'including sql', 'operation routing', 'various tool', 'experience developer', 'sc year', 'office columbia', 'ccna ccna', 'academy instructor', 'assembly street', 'suite office', 'palo alto', 'educator information technology cisco academy instructor cyber security operation routing switching ccna ccna', 'authorized cybersecurity', 'cisco academy', 'cybersecurity academy', 'switching ccna', 'year experience', 'suite office columbia'}"
64,"Gürdal, Zafer ","{'multidisciplinary design', 'structural multidisciplinary', 'structural multidisciplinary design'}"
65,"Haj-Hariri, Hossein ","{'fluid mechanic', 'applied mathematics', 'thermal management'}"
66,"Harik, Ramy","{'conference exhibition', 'sc department', 'million usd', 'harik textbook', 'honor society', 'department mechanical', 'educator award', 'held columbia', 'dr harik textbook manufacturing education featuring traditional emergent manufacturing topic', 'usd funding', 'placement education', 'tau sigma', 'scientist nasa', 'researcher mcnair', 'emergent manufacturing', 'recipient outstanding', 'exhibition wa', 'master science', 'computer aided', 'nasa langley', 'member department', 'journal ha', 'society dr', 'associate editor', 'teach course', 'cam dr', 'textbook manufacturing', 'outstanding young', 'visiting scientist', 'funded student', 'editor computer', 'innovation currently', 'manufacturing computer', 'harik associate', 'harik chair', 'chair ace', 'fokker aerostructures', 'ace ace', 'student several', 'fulbright scholar', 'faculty member', 'funding boeing', 'several agency', 'dassault aviation', 'design application', 'nasa', 'industrial mechanical', 'automated fiber', 'engineering master', 'doctor philosophy', 'fiber placement', 'manufacturing computer aided manufacturing cam dr harik associate editor computer aided design application international journal ha million usd funding boeing', 'manufacturing cam', 'mainly teach', 'aided design', 'sc department commerce', 'currently visiting', 'ace technical', 'wa chair', 'featuring traditional', 'education join', 'design cad', 'faculty member department mechanical engineering resident researcher mcnair center aerospace innovation currently visiting scientist nasa langley', 'traditional emergent', 'mcnair center', 'join mechanical', 'course computer', 'manufacturing engineering', 'aviation funded', 'technical symposium', 'conference held', 'science industrial', 'automated manufacturing', 'international conference', 'ha million', 'symposium aerospace', 'application international', 'resident researcher', 'technology master', 'agency recipient', 'conducting automated', 'education featuring', 'manufacturing topic', 'sigma honor', 'engineering resident', 'mechanical engineering', 'award pi', 'aided manufacturing', 'plm international', 'engineering doctor', 'conducting automated fiber placement education join mechanical engineering master science', 'young educator', 'department commerce', 'chair plm', 'manufacturing education', 'ace ace technical symposium aerospace conference exhibition wa chair plm international conference held columbia', 'center aerospace', 'automated manufacturing engineering technology master science industrial mechanical engineering doctor philosophy mainly teach course computer aided design cad', 'dassault aviation funded student several agency recipient outstanding young educator award pi tau sigma honor society dr harik chair ace', 'aerospace innovation', 'international journal', 'philosophy mainly', 'pi tau', 'engineering technology', 'aerospace conference', 'dr harik'}"
67,"Henrich, Silke","{'catawba stroom', 'biomedical catawba', 'biomedical catawba stroom'}"
68,"Heyden, Andreas","{'multiscale modeling', 'biomass catalysis', 'uncertainty quantification', 'electrocatalysis', 'computational catalysis'}"
69,"Hikmet, Neset","{'health informatics', 'health information technology', 'information system', 'information technology', 'health information'}"
70,"Hoque, Shamia","{'metamodel', 'healthy building', 'transportation environment', 'sustainable technology'}"
71,"Hu, Jianjun","{'machine learning', 'deep learning', 'evolutionary computation', 'material informatics', 'bioinformatics'}"
72,"Hu, Ming","{'novel energy', 'energy system', 'interfacial heat transfer advanced thermal management', 'energy nanotechnology', 'thermal management', 'modeling complex', 'transport process', 'process full', 'scale multiphysics', 'simulation micro', 'particular low dimensional material nanostructures', 'heat transfer', 'scale thermal', 'micro nano', 'interfacial heat', 'dimensional material', 'multi scale multiphysics modeling complex energy transport process full list publication', 'multi scale', 'dr hu', 'hu modeling', 'multiphysics modeling', 'particular low', 'dr hu modeling simulation micro nano scale thermal transport novel energy system', 'nano scale', 'material nanostructures', 'energy transport', 'full list', 'low dimensional', 'modeling simulation', 'thermal transport', 'transfer advanced', 'transport novel', 'list publication', 'complex energy', 'advanced thermal'}"
73,"Huang, Chin-Tser","{'protocol design', 'network protocol design verification', 'distributed system', 'design verification', 'network security', 'network protocol'}"
74,"Huang, Kevin ","{'modeling', 'gas membrane', 'battery', 'electrochemistry', 'fuel cell'}"
75,"Huang, Xinyu ","{'composite', 'coating', 'durability', 'fuel cell'}"
76,"Huhns, Michael N.","{'ontology', 'distributed computing', 'multiagent system', 'serviceoriented computing', 'computer vision'}"
77,"Humphries, Wilfred Kenneth","{'practice soil', 'employee location city recognition dr humphries service engineering community', 'service engineering', 'engineering community', 'professional practice soil dynamic', 'national engineering firm approximately', 'serf senior', 'inc', 'letalier cup', 'wall present', 'award honor', 'service award', 'earth pressure', 'retaining wall', 'order palmetto', 'effect blasting structure', 'professional practice', 'soil stabilization', 'ha received', 'flexible pavement', 'national engineering', 'effect blasting', 'among others', 'lateral earth', 'consultant terracon', 'humphries service', 'employee year', 'honor including', 'public service', 'shallow foundation', 'asce nspe', 'recognition dr', 'public service award', 'rank fellow asce nspe', 'blasting structure', 'area', 'teaching', 'geotechnical consultant', 'palmetto highest', 'senior geotechnical', 'firm approximately', 'fellow asce', 'engineering firm', 'engineer year', 'terracon consultant', 'received numerous', 'humphries serf', 'rank fellow', 'dr humphries serf senior geotechnical consultant terracon consultant', 'soil dynamic', 'employee location', 'including order', 'deep shallow', 'retaining wall present', 'deep shallow foundation', 'location city', 'city recognition', 'numerous award', 'highest honor', 'dr humphries', 'ha received numerous award honor including order palmetto highest honor', 'government employee', 'lateral earth pressure', 'government employee year'}"
78,"Huray, Paul G.","{'main streetcolumbia', 'swearingenroom main streetcolumbia', 'sc', 'swearingenroom main'}"
79,"Huynh, Nathan","{'port operation', 'freight', 'logistics', 'drayage', 'health care'}"
80,"Imran, Jasim","{'free surface', 'experimental modeling', 'turbidity current', 'unsteady free', 'unsteady free surface flow', 'mass gravity flow', 'surface flow', 'mass gravity', 'numerical experimental modeling', 'gravity flow', 'sediment transport', 'numerical experimental'}"
81,"Jabbari, Esmaiel","{'protein delivery', 'tissue engineering', 'biomaterials'}"
82,"Jabbarzadeh, Ehsan","{'inflammatory response', 'type mechanical', 'nanotube array', 'signaling event', 'actively pursuing', 'controllable biophysical', 'biochemical morphological cue integrate generate appropriate response work complemented parallel effort construct single cell based mathematical model intercellular signaling event linked signaling output associated fate commitment addition', 'intercellular signaling', 'around cell', 'pharmaceutical design', 'vascular tissue', 'linked signaling', 'commitment addition', 'key characteristic', 'room main street columbia', 'construct single', 'overarching theme', 'remodeling development', 'matrix application', 'effort construct', 'generate appropriate', 'implanted biomaterials', 'cell differentiation', 'lab revolve', 'finely controllable', 'cell migration', 'sc overarching theme robust design engineering tissue understanding modeling environmental effect stem cell differentiation tissue remodeling development engineering microenvironments based carbon nanotube array finely controllable biophysical biochemical property investigation molecular mechanism associated cell migration', 'natural compound', 'investigation molecular', 'modeling environmental', 'revolve around', 'array finely', 'signaling output', 'press', 'effect stem', 'single cell', 'modulation inflammatory response implanted biomaterials using natural compound', 'extracellular matrix', 'sc overarching', 'parallel effort', 'differentiation tissue', 'understanding modeling', 'appropriate response', 'engineering yanez', 'model intercellular', 'tissue remodeling', 'laboratory actively', 'biochemical morphological', 'work complemented', 'biochemical property', 'bone vascular', 'cell based', 'morphological cue', 'current pharmaceutical design', 'blanchette', 'main street', 'theme robust', 'associated fate', 'application bone', 'modulation inflammatory', 'using natural', 'development engineering', 'natural extracellular', 'mechanism associated', 'room main', 'street columbia', 'property investigation', 'biomaterials using', 'integrate generate', 'output associated', 'based mathematical', 'development biomaterials', 'biomaterials recapitulate', 'distinctive type', 'environmental effect', 'mathematical model', 'complemented parallel', 'microenvironments based', 'proliferation differentiation investigation lab revolve around cell sense distinctive type mechanical', 'cell sense', 'associated cell', 'engineering microenvironments', 'sense distinctive', 'stem cell', 'response implanted', 'based carbon', 'response work', 'robust design', 'tissue engineering', 'recapitulate key', 'engineering tissue', 'tissue understanding', 'carbon nanotube', 'design engineering', 'laboratory actively pursuing development biomaterials recapitulate key characteristic natural extracellular matrix application bone vascular tissue engineering yanez', 'current pharmaceutical', 'characteristic natural', 'molecular mechanism', 'differentiation investigation', 'fate commitment', 'proliferation differentiation', 'biophysical biochemical', 'pursuing development', 'jabbarzadeh', 'cue integrate', 'event linked', 'investigation lab'}"
83,"Jalilvand, Golareh","{'solid oxide', 'studied new interconnect material dr jalilvand microstructure property relationship interconnects integrated circuit ic assisted machine learning method developed collaboration department computer science engineering uofsc', 'chemical engineering', 'studied new', 'jalilvand assistant', 'interconnect material', 'interconnects integrated', 'recognized several', 'national international', 'ic interconnects', 'relationship interconnects', 'worked silicon', 'platform prior', 'wa graduate assistant microelectronics fabrication reliability lab central florida', 'material science', 'engineering uofsc', 'uofsc faculty', 'faculty course', 'lab central', 'electronics dr', 'reliability solder', 'integrated circuit', 'fabrication reliability', 'thermo mechanical reliability solder joint', 'graduate assistant', 'solder joint', 'optimization via', 'oxide fuel', 'focused thin', 'central florida', 'assistant microelectronics', 'course ph', 'thermo mechanical', 'dr golareh jalilvand assistant professor chemical engineering department uofsc received sc', 'jalilvand microstructure', 'micro nano', 'several national', 'uofsc received', 'international platform', 'professor chemical', 'tsv tgv', 'joining uofsc', 'currently working microstructure optimization via unique electroplating technique enhance reliability ic interconnects', 'science engineering', 'film integrated', 'nano electronics', 'developed collaboration', 'energy conversion', 'prior microelectronics', 'reliability ic', 'integration packaging', 'machine learning', 'reliability lab', 'fuel cell', 'dr golareh', 'novel material', 'cell energy', 'microstructure property', 'film solid', 'microelectronics ha', 'heterogeneous integration packaging micro nano electronics dr jalilvand contribution field thin film integrated microelectronics ha recognized several national international platform prior microelectronics', 'learning method', 'prior joining', 'working microstructure', 'tgv based', 'engineering department', 'department uofsc', 'currently working', 'silicon glass', 'via unique', 'technique enhance', 'integrated microelectronics', 'ph material', 'received sc', 'circuit ic', 'assisted machine', 'worked silicon glass via tsv tgv based integration', 'jalilvand contribution', 'material interconnection', 'microstructure optimization', 'dr jalilvand', 'green paradigm', 'ha recognized', 'packaging micro', 'engineering prior', 'wa graduate', 'thin film', 'heterogeneous integration', 'contribution field', 'golareh jalilvand', 'sc ph', 'department computer', 'conversion green', 'glass via', 'property relationship', 'ic assisted', 'sc ph material science engineering prior joining uofsc faculty course ph', 'microelectronics fabrication', 'focused thin film solid oxide fuel cell energy conversion green paradigm', 'new interconnect', 'computer science', 'method developed', 'assistant professor', 'via tsv', 'electroplating technique', 'material dr', 'enhance reliability', 'unique electroplating', 'mechanical reliability', 'collaboration department', 'based integration', 'field thin', 'novel material interconnection'}"
84,"Jamshidi, Pooyan ","{'adversarial machine learning', 'artificial intelligence', 'machine learning', 'autonomic computing', 'learning system', 'machine learning system', 'computer system', 'adversarial machine'}"
85,"Kanapala, Neema ","{'neema kanapala', 'kanapala teach', 'neema kanapala teach various undergraduate course', 'teach various', 'undergraduate course', 'various undergraduate'}"
86,"Karakalos, Stavros G.","{'reaction use', 'order draw', 'increase rate', 'main goal', 'nap xps', 'secondary ion', 'various heterogeneous', 'srpes', 'important order', 'structural electronic', 'lead new', 'conclusion important', 'programmed desorption', 'ray induced', 'undergo structural', 'model system', 'interaction catalyst reactant interaction lead new intermediate lower activation energy end', 'process fundamental', 'catalyst increase', 'reactant interaction', 'reaction achieved', 'draw safe', 'spectroscopy xaes', 'heterogeneous catalytic', 'composition electronic property outermost atomic layer solid material', 'energy end', 'solid material', 'understanding reaction', 'important information', 'new energetic', 'ion mass', 'system important', 'situ catalytic', 'high vacuum', 'understanding reaction mechanism various heterogeneous catalytic process fundamental importance group main goal catalyst increase rate reaction achieved creating new energetic pathway reaction', 'ultra violet photoelectron spectroscopy ups', 'study catalyst', 'energetic pathway', 'electronic property', 'group main', 'necessity group', 'new intermediate', 'auger electron', 'reaction mechanism', 'interaction catalyst', 'mechanism various', 'interaction lead', 'temperature programmed', 'outermost atomic', 'synchrotron radiation', 'property outermost', 'secondary ion mass spectroscopy sims situ catalytic treatment', 'model catalyst', 'use efficient', 'study model', 'ray synchrotron', 'creating new', 'electron spectroscopy', 'efficient technique', 'catalytic treatment', 'photoelectron spectroscopy', 'surface undergo', 'violet photoelectron', 'ray induced auger electron spectroscopy xaes', 'importance group', 'ultra violet', 'temperature programmed desorption tpd', 'intermediate lower', 'safe conclusion', 'fundamental importance', 'achieved creating', 'electronic change', 'goal catalyst', 'catalyst reactant', 'catalyst necessity', 'use ray', 'change reaction', 'vacuum situ', 'sims situ', 'layer solid', 'catalyst surface', 'spectroscopy xps', 'radiation photoelectron', 'group use', 'spectroscopy ups', 'technique ultra', 'spectroscopy sims', 'catalytic process', 'activation energy', 'atomic layer', 'lower activation', 'rate reaction', 'situ study', 'desorption tpd', 'pathway reaction', 'derived study', 'tprs', 'induced auger', 'study model system important order draw safe conclusion important information derived study model catalyst surface undergo structural electronic change reaction use efficient technique ultra high vacuum situ study catalyst necessity group use ray synchrotron radiation photoelectron spectroscopy xps', 'determine structure', 'ultra high', 'information derived', 'mass spectroscopy', 'composition electronic'}"
87,"Karakchi, Rasha","{'heterogeneous computing', 'specialpurpose processor', 'fpga overlay', 'data analytics'}"
88,"Khan, Asif","{'main streetcolumbia', 'swearingenroom main streetcolumbia', 'sc', 'swearingenroom main'}"
89,"Khan, Jamil   A.","{'dr khan modeling manufacturing process', 'micro channel heat transfer', 'fluid flow', 'solidification melting', 'flow phase', 'cfd analysis', 'cfd analysis combustion process etc', 'temperature distribution machining', 'process etc', 'thermodynamic analysis', 'dynamic related', 'change solidification', 'experimental fluid', 'porous medium', 'ic engine', 'distribution machining', 'heat transfer', 'channel heat', 'heat transfer porous medium', 'dr khan', 'khan modeling', 'computational experimental fluid dynamic related contaminant transport room', 'thermodynamic analysis ic engine', 'computational experimental', 'analysis combustion', 'manufacturing process', 'temperature distribution', 'contaminant transport', 'melting casting', 'modeling manufacturing', 'fluid dynamic', 'related contaminant', 'micro channel', 'analysis ic', 'transfer porous', 'heat transfer fluid flow phase change solidification melting casting', 'transfer fluid', 'transport room', 'phase change', 'combustion process', 'welding'}"
90,"Kidane, Addis ","{'dynamic behavior material', 'image correlation', 'multifunctional material', 'digital image', 'behavior material', 'dynamic behavior', 'digital image correlation'}"
91,"Knight, Travis W.","{'area advanced', 'space nuclear power propulsion', 'nuclear power', 'nuclear fuel cycle', 'nuclear fuel', 'advanced nuclear', 'space nuclear', 'fuel material', 'us nuclear', 'dr knight area advanced nuclear fuel material', 'power including', 'fuel cycle', 'dr knight', 'knight area', 'nuclear safeguard', 'power propulsion', 'alternative us', 'including hydrogen', 'alternative us nuclear power including hydrogen'}"
92,"Koppel, Tarmo","{'risk management', 'tarmo koppel topic ai application business virtual assistant chatbots', 'thing iot', 'assistant chatbots', 'decision support', 'koppel topic', 'health safety', 'assessment risk', 'topic ai', 'industry', 'ai application', 'business virtual', 'internet thing iot', 'productivity enhancement', 'safety monitoring', 'remote sensing', 'smart workplace', 'sensor network', 'health safety monitoring', 'internet thing', 'threat assessment', 'smart manufacturing', 'tarmo koppel', 'threat assessment risk management', 'application business', 'virtual assistant'}"
93,"Lauterbach, Jochen","{'machine learning', 'ammonia decomposition synthesis', 'ammonia decomposition', 'highthroughput screening', 'heterogeneous catalysis', 'decomposition synthesis', 'conversion'}"
94,"Lee, Dongkyu","{'oxide electrocatalysis', 'energy application', 'nanostructured oxide'}"
95,"Lessner , Susan M.","{'loading environment', 'atherosclerotic plaque', 'method reduce', 'failure plaque', 'biology biomechanics', 'acute cardiovascular', 'blood vessel', 'mechano sensitive', 'failure mechanism', 'road columbia', 'arterial dissection', 'approach understand', 'cardiovascular event', 'interplay type', 'particularly interested intraplaque angiogenesis', 'room garner', 'micromechanics arterial', 'adverse interaction', 'factor plaque', 'greenville hospital', 'surgeon greenville', 'examine relationship', 'computational approach', 'sensitive gene', 'rupture arterial', 'risk acute', 'musc', 'engineering uofsc', 'ferry road', 'suggests plaque', 'play major', 'endarterectomy specimen', 'vascular biology', 'result adverse', 'work focus', 'failure play', 'school medicine', 'experimental computational', 'progression use', 'mechano sensitive gene expression biomechanics front', 'palmetto health', 'sc lessner', 'arterial tissue', 'role use', 'order develop method reduce incidence plaque rupture biological side', 'collaborate faculty', 'understanding interplay', 'vascular surgeon', 'tissue failure', 'reduce incidence', 'model human', 'matrix organization', 'develop method', 'rupture intraplaque', 'mechanical failure', 'wall failure', 'interaction biomechanical', 'aim develop', 'intraplaque angiogenesis', 'elevated risk', 'aim develop method identify patient elevated risk acute cardiovascular syndrome material failure play major role use experimental computational approach understand artery wall failure mechanism collaborate faculty mechanical engineering uofsc', 'biological side', 'identify patient', 'interested intraplaque', 'biomechanical biological', 'bldg room', 'incidence plaque', 'emphasis mechanical failure plaque rupture intraplaque angiogenesis atherosclerotic plaque rupture leading cause acute cardiovascular event heart attack stroke evidence suggests plaque rupture result adverse interaction biomechanical biological factor focus understanding interplay type factor', 'medicine bldg', 'plaque progression', 'mouse model', 'together vascular surgeon greenville hospital', 'study micromechanics arterial tissue failure plaque rupture arterial dissection', 'cause acute', 'biomechanics front', 'method identify', 'use transgenic', 'factor focus', 'mechanism collaborate', 'biological factor', 'study micromechanics', 'leading cause', 'attack stroke', 'order develop', 'garner ferry', 'use experimental', 'focus vascular', 'understand artery', 'specimen examine', 'new blood vessel growth', 'event heart', 'new blood', 'together vascular', 'sc lessner work focus vascular biology biomechanics atherosclerosis', 'evidence suggests', 'heart attack', 'lessner work', 'patient elevated', 'biomechanics atherosclerosis', 'vessel growth', 'mechanical engineering', 'stroke evidence', 'school medicine bldg room garner ferry road columbia', 'faculty mechanical', 'plaque rupture', 'human endarterectomy', 'rupture biological', 'destabilizing factor', 'artery wall', 'particularly interested', 'transgenic mouse', 'rupture leading', 'focus understanding', 'material failure', 'cardiovascular syndrome', 'angiogenesis atherosclerotic', 'major role', 'gene expression', 'mechanical loading', 'emphasis mechanical', 'syndrome material', 'relationship mechanical', 'expression biomechanics', 'destabilizing factor plaque progression use transgenic mouse model human endarterectomy specimen examine relationship mechanical loading environment', 'type factor', 'rupture result'}"
96,"Lewis, Jeremy ","{'jeremy lewis', 'teach various', 'undergraduate course', 'lewis teach', 'various undergraduate', 'jeremy lewis teach various undergraduate course'}"
