,researcher_name,skills
47,"Fenner, Stephen A. ","{'foundation computing', 'especially quantum', 'quantum computing', 'core theoretical', 'computing information', 'professor fenner core theoretical foundation computing computability computational complexity', 'professor fenner', 'fenner core', 'computational complexity', 'theoretical foundation', 'computing computability', 'especially quantum computing information', 'computability computational'}"
48,"Fiedler, Kirk","{'computer science', 'business'}"
49,"Flora, Joseph","{'dr flora', 'process water', 'quality engineering', 'molecular modeling', 'process water quality engineering', 'computer modeling water quality engineering process', 'flora main', 'computer modeling', 'water quality', 'dr flora main molecular modeling environmental reaction', 'modeling water', 'engineering process', 'main molecular', 'environmental reaction', 'modeling environmental'}"
50,"Gadala-Maria, Francis","{'engineering centerroom', 'sc', 'engineering centerroom main streetcolumbia', 'main streetcolumbia', 'stanford', 'centerroom main'}"
51,"Gassman, Sarah","{'geotechnical', 'engineering', 'civil'}"
52,"Gatzke, Edward P.","{'easily directly', 'productivity estimation', 'bio process', 'including parallel', 'nonlinear characteristic', 'control', 'method application', 'discrete value', 'moving horizon', 'ongoing effort', 'chemical process', 'characteristic variety', 'dynamic nonlinear', 'reduce product', 'optimization efficient operation chemical process requires fundamental understanding dynamic nonlinear characteristic variety controller formulation developed reduce product variability improve productivity estimation diagnostic method used develop process information easily directly acquired instrumentation recently', 'process modeling', 'room main', 'parallel nonconvex', 'information easily', 'value proposed', 'approximation parallel', 'nonseparable mixed', 'solution constrained', 'product variability', 'area particulate', 'instrumentation recently', 'main street', 'process information', 'efficient operation', 'problem ongoing', 'effort mixed', 'gatzke area', 'constrained mixed', 'formulation involving', 'sc gatzke area process modeling', 'application require', 'method used', 'value taking', 'large scale', 'new moving horizon formulation involving unknown value taking discrete value proposed application require online solution constrained mixed integer optimization problem ongoing effort parallel programming effort mixed integer optimization', 'acquired instrumentation', 'integer outer', 'nonconvex branch', 'including parallel nonconvex nonseparable mixed integer outer approximation parallel nonconvex branch reduce method application area particulate processing', 'proposed application', 'room main street columbia', 'online solution', 'unknown value', 'optimization problem', 'taking discrete', 'area process', 'mixed integer', 'large scale system', 'formulation developed', 'understanding dynamic', 'develop process', 'require online', 'nonconvex nonseparable', 'application area', 'involving unknown', 'directly acquired', 'controller formulation', 'reduce method', 'scale system', 'diagnostic method', 'parallel programming', 'branch reduce', 'particulate processing', 'outer approximation', 'sc gatzke', 'street columbia', 'variability improve', 'developed reduce', 'operation chemical', 'fundamental understanding', 'variety controller', 'process requires', 'improve productivity', 'effort parallel', 'new moving', 'integer optimization', 'horizon formulation', 'requires fundamental', 'estimation diagnostic', 'used develop', 'programming effort', 'optimization efficient'}"
53,"Gerdes, Jr., John H.","{'one dealign measurement coke temperature', 'california riverside', 'sc', 'assembly street', 'vanderbilt ha', 'john gerdes', 'pa eng', 'currently associate', 'ph information system vanderbilt ha taught ohio state', 'professor department', 'integrated information', 'ph information', 'associate editor', 'nashville', 'one development new public key certificate support user privacy currently associate editor electronic commerce telecommunication system', 'dealign measurement', 'taught ohio', 'decision support system', 'system vanderbilt', 'mechanical engineering', 'hold b', 'user privacy', 'electronic commerce', 'communication acm', 'decision support', 'key certificate', 'coke temperature', 'two patent', 'innovation assembly street', 'site development', 'ha taught', 'c teach', 'measurement coke', 'b eng', 'teach software', 'management dr', 'ohio state', 'lehigh', 'web site development', 'journal ha', 'appeared communication', 'shanghai', 'support user', 'china article', 'bethlehem', 'china article appeared communication acm', 'columbia', 'ha authored', 'software development', 'certificate support', 'database management', 'vanderbilt', 'public key', 'authored two', 'gerdes associate', 'telecommunication system', 'tenn', 'c teach software development', 'computer science vanderbilt', 'department integrated', 'science vanderbilt', 'jia tong', 'new public', 'database management dr gerdes hold b eng mechanical engineering cornell', 'one development', 'dr john gerdes associate professor department integrated information', 'associate professor', 'dr john', 'suite', 'web site', 'development new', 'gerdes hold', 'journal ha authored two patent', 'innovation assembly', 'dr gerdes', 'support system', 'editor electronic', 'transaction iie', 'engineering cornell', 'eng mechanical', 'tenn b', 'cornell', 'information system', 'commerce telecommunication', 'ithaca', 'computer science', 'one dealign', 'article appeared', 'privacy currently'}"
54,"Gholizadeh, Sona","{'engineering education', 'system analysis', 'higher education'}"
55,"Gibbons, Joseph H.","{'pittsburgh', 'ph'}"
56,"Ginn, Herbert L.","{'sc carolinamississippi state', 'main street', 'sc carolinamississippi', 'street columbia', 'carolinamississippi state', 'swearingenroom main street columbia', 'swearingenroom main'}"
57,"Giurgiutiu (Jurjutzu), Victor","{'book book', 'asme associate', 'giurgiutiu ha', 'journal article', 'society mechanical', 'book chapter', 'several book', 'fellow royal', 'american society', 'paper fellow', 'structural health monitoring', 'multi physic applied mechanic topic dr giurgiutiu ha published several book book chapter many journal article conference paper fellow royal aeronautical society raes american society mechanical engineer asme associate editor aeronautical journal raes', 'mechatronics', 'journal raes', 'applied mechanic', 'many journal', 'published several', 'chapter many', 'raes american', 'giurgiutiu span', 'conference paper', 'topic dr', 'mechanic topic', 'engineer asme', 'associate editor', 'active material', 'span active', 'physic applied', 'smart structure', 'editor aeronautical', 'mechanical engineer', 'society raes', 'dr giurgiutiu span active material', 'health monitoring', 'multi physic', 'royal aeronautical', 'aeronautical society', 'dr giurgiutiu', 'article conference', 'aeronautical journal', 'ha published', 'structural health'}"
58,"Glenn Jr., Odell","{'present passion', 'oil cfd', 'approach potentially', 'assay wa', 'wa investigated', 'investigated present', 'allergen bound', 'involved development', 'bound dry', 'investigating new', 'protein involved', 'dust particle', 'reduce potency', 'cfd modeling', 'asthma trigger', 'unique way', 'dry ice', 'fundamental aspect', 'core fundamental', 'dry dust', 'modeling elisa', 'indoor environment', 'trigger produced', 'particle home', 'along engineering', 'development approach', 'new unique', 'essential oil cfd modeling elisa assay wa investigated present passion education along engineering education investigating new unique way teach undergraduate core fundamental key educator student', 'essential oil', 'novel technology', 'passion education', 'technology abatement', 'aspect novel', 'allergenic protein', 'way teach', 'using dry', 'education along', 'education investigating', 'undergraduate core', 'elisa assay', 'produced indoor', 'environment allergen', 'effectiveness using', 'educator student', 'fundamental key', 'key educator', 'engineering education', 'fundamental aspect novel technology abatement allergenic protein involved development approach potentially reduce potency asthma trigger produced indoor environment allergen bound dry dust particle home effectiveness using dry ice', 'potentially reduce', 'home effectiveness', 'potency asthma', 'abatement allergenic', 'teach undergraduate'}"
59,"Goharian, Erfan","{'integrated water', 'resource management', 'hydroinformatics', 'system analysis', 'water resource', 'integrated water resource management'}"
60,"Gower, R. Michael","{'immunoengineering', 'biomaterials'}"
61,"Gray, Joshua","{'component characterization', 'committee member', 'mentoring role', 'engineering laboratory', 'serving laboratory', 'entrepreneurial start', 'worked area', 'used nuclear', 'background ranging', 'profit social', 'currently co', 'professor working', 'educational role', 'cell application', 'social work', 'diverse background', 'experienced engineer', 'material compatibility', 'member adjunct', 'corrosion susceptibility', 'laboratory manager', 'graduate school', 'founder nonprofit', 'hydrogen storage', 'adjunct professor', 'susceptibility high', 'nuclear fuel', 'hydrogen storage fuel cell application', 'currently co founder nonprofit area recovery substance use disorder', 'mentor thesis', 'serving laboratory manager instructor chemistry department state supported liberal art experience primarily involves application electrochemical engineering localized corrosion sustainable energy application worked area material compatibility corrosion susceptibility high temperature heat transfer fluid solar energy', 'supported liberal', 'sustainable energy', 'chemistry department', 'localized corrosion', 'instructor chemistry', 'community based', 'heat transfer', 'engineering localized', 'role range', 'application electrochemical', 'temperature heat', 'range experience', 'several start', 'manager instructor', 'storage fuel', 'compatibility corrosion', 'solar energy', 'teaching assistant', 'transfer fluid', 'high temperature', 'laboratory system', 'involves application', 'development environment', 'experience primarily', 'cell hydrogen', 'electrochemical engineering', 'area fuel', 'educational instruction', 'fuel cell', 'art experience', 'battery component', 'thesis committee', 'nonprofit area', 'serving mentor', 'liberal art', 'school chemical', 'national laboratory', 'experience teaching', 'use disorder', 'ups community', 'primarily involves', 'energy application', 'ups area', 'start ups', 'experienced engineer diverse background ranging educational instruction mentoring role', 'process used', 'work educational', 'serving mentor thesis committee member adjunct professor working national laboratory system', 'co founder', 'characterization participated', 'assistant graduate', 'fluid solar', 'participated several', 'instruction mentoring', 'based non', 'alternative separation', 'development alternative', 'chemical engineering', 'storage technology', 'development alternative separation process used nuclear fuel', 'separation process', 'recovery substance', 'state supported', 'extensive experience', 'substance use', 'engineer diverse', 'extensive experience development environment', 'department state', 'entrepreneurial start ups community based non profit social work educational role range experience teaching assistant graduate school chemical engineering laboratory', 'corrosion sustainable', 'experience development', 'application worked', 'area recovery', 'area material', 'working national', 'ranging educational', 'battery component characterization participated several start ups area fuel cell hydrogen storage technology', 'non profit'}"
62,"Gross, Andrew J.","{'calibration material', 'data calibration', 'nanoscale constituent', 'material includes', 'dr gross center mechanical property material includes design', 'especially nanoscale', 'gross center', 'characterization architected material', 'includes design', 'dr gross', 'center mechanical', 'constituent well', 'field experimental', 'mechanical property', 'well use', 'architected material', 'characterization architected', 'use full', 'property material', 'full field', 'material model', 'fabrication', 'experimental data', 'especially nanoscale constituent well use full field experimental data calibration material model'}"
63,"Gumina, Sharon","{'analyst', 'version developer using various tool including sql developer oracle visual studio palo alto network authorized cybersecurity academy instructor', 'various tool', 'suite office', 'alto network', 'developer oracle', 'assembly street', 'sc year experience developer', 'innovation center assembly street', 'palo alto', 'educator information', 'sc year', 'switching ccna', 'operation routing', 'studio palo', 'technology cisco', 'instructor cyber', 'sql developer', 'cisco academy', 'office columbia', 'security operation', 'oracle visual', 'routing switching', 'suite office columbia', 'including sql', 'developer using', 'version developer', 'year experience', 'authorized cybersecurity', 'tool including', 'cyber security', 'using various', 'experience developer', 'center assembly', 'innovation center', 'cybersecurity academy', 'network authorized', 'ccna ccna', 'academy instructor', 'visual studio', 'educator information technology cisco academy instructor cyber security operation routing switching ccna ccna', 'information technology'}"
64,"Gürdal, Zafer ","{'multidisciplinary design', 'structural multidisciplinary', 'structural multidisciplinary design'}"
65,"Haj-Hariri, Hossein ","{'applied mathematics', 'thermal management', 'fluid mechanic'}"
66,"Harik, Ramy","{'dassault aviation funded student several agency recipient outstanding young educator award pi tau sigma honor society dr harik chair ace', 'international conference', 'computer aided', 'mainly teach', 'course computer', 'sigma honor', 'design application', 'engineering resident', 'sc department', 'ace ace technical symposium aerospace conference exhibition wa chair plm international conference held columbia', 'agency recipient', 'researcher mcnair', 'manufacturing engineering', 'manufacturing education', 'automated manufacturing', 'associate editor', 'award pi', 'technical symposium', 'department commerce', 'education join', 'traditional emergent', 'chair plm', 'conducting automated fiber placement education join mechanical engineering master science', 'editor computer', 'mechanical engineering', 'engineering doctor', 'plm international', 'harik associate', 'society dr', 'innovation currently', 'aided manufacturing', 'visiting scientist', 'student several', 'industrial mechanical', 'harik textbook', 'held columbia', 'technology master', 'funded student', 'nasa langley', 'educator award', 'ace technical', 'ha million', 'harik chair', 'textbook manufacturing', 'cam dr', 'science industrial', 'pi tau', 'exhibition wa', 'ace ace', 'million usd', 'resident researcher', 'journal ha', 'design cad', 'doctor philosophy', 'sc department commerce', 'manufacturing topic', 'placement education', 'join mechanical', 'outstanding young', 'fiber placement', 'mcnair center', 'dr harik', 'engineering technology', 'wa chair', 'automated manufacturing engineering technology master science industrial mechanical engineering doctor philosophy mainly teach course computer aided design cad', 'emergent manufacturing', 'international journal', 'manufacturing computer', 'conference held', 'conference exhibition', 'faculty member', 'application international', 'nasa', 'department mechanical', 'center aerospace', 'funding boeing', 'featuring traditional', 'fokker aerostructures', 'young educator', 'master science', 'automated fiber', 'dr harik textbook manufacturing education featuring traditional emergent manufacturing topic', 'recipient outstanding', 'currently visiting', 'education featuring', 'chair ace', 'honor society', 'engineering master', 'dassault aviation', 'scientist nasa', 'usd funding', 'member department', 'fulbright scholar', 'aerospace conference', 'aided design', 'faculty member department mechanical engineering resident researcher mcnair center aerospace innovation currently visiting scientist nasa langley', 'teach course', 'manufacturing cam', 'tau sigma', 'manufacturing computer aided manufacturing cam dr harik associate editor computer aided design application international journal ha million usd funding boeing', 'symposium aerospace', 'aviation funded', 'several agency', 'aerospace innovation', 'philosophy mainly', 'conducting automated'}"
67,"Henrich, Silke","{'biomedical catawba', 'biomedical catawba stroom', 'catawba stroom'}"
68,"Heyden, Andreas","{'multiscale modeling', 'uncertainty quantification', 'biomass catalysis', 'computational catalysis', 'electrocatalysis'}"
69,"Hikmet, Neset","{'health information', 'health informatics', 'health information technology', 'information system', 'information technology'}"
70,"Hoque, Shamia","{'sustainable technology', 'healthy building', 'transportation environment', 'metamodel'}"
71,"Hu, Jianjun","{'deep learning', 'bioinformatics', 'evolutionary computation', 'machine learning', 'material informatics'}"
72,"Hu, Ming","{'thermal transport', 'novel energy', 'particular low', 'interfacial heat transfer advanced thermal management', 'interfacial heat', 'particular low dimensional material nanostructures', 'dr hu', 'modeling simulation', 'multiphysics modeling', 'transfer advanced', 'thermal management', 'dr hu modeling simulation micro nano scale thermal transport novel energy system', 'energy transport', 'transport novel', 'process full', 'complex energy', 'list publication', 'low dimensional', 'scale thermal', 'multi scale', 'heat transfer', 'transport process', 'micro nano', 'scale multiphysics', 'dimensional material', 'energy system', 'energy nanotechnology', 'nano scale', 'material nanostructures', 'modeling complex', 'full list', 'simulation micro', 'hu modeling', 'advanced thermal', 'multi scale multiphysics modeling complex energy transport process full list publication'}"
73,"Huang, Chin-Tser","{'protocol design', 'network protocol design verification', 'design verification', 'distributed system', 'network protocol', 'network security'}"
74,"Huang, Kevin ","{'gas membrane', 'fuel cell', 'battery', 'electrochemistry', 'modeling'}"
75,"Huang, Xinyu ","{'coating', 'durability', 'composite', 'fuel cell'}"
76,"Huhns, Michael N.","{'serviceoriented computing', 'ontology', 'distributed computing', 'multiagent system', 'computer vision'}"
77,"Humphries, Wilfred Kenneth","{'service engineering', 'deep shallow', 'effect blasting', 'employee location', 'earth pressure', 'geotechnical consultant', 'retaining wall', 'humphries service', 'award honor', 'ha received numerous award honor including order palmetto highest honor', 'engineering community', 'numerous award', 'wall present', 'practice soil', 'asce nspe', 'honor including', 'blasting structure', 'rank fellow asce nspe', 'service award', 'highest honor', 'humphries serf', 'including order', 'among others', 'order palmetto', 'shallow foundation', 'engineer year', 'flexible pavement', 'professional practice soil dynamic', 'teaching', 'retaining wall present', 'public service', 'dr humphries serf senior geotechnical consultant terracon consultant', 'government employee', 'city recognition', 'effect blasting structure', 'consultant terracon', 'recognition dr', 'employee year', 'serf senior', 'fellow asce', 'soil dynamic', 'rank fellow', 'area', 'national engineering', 'deep shallow foundation', 'government employee year', 'palmetto highest', 'engineering firm', 'firm approximately', 'public service award', 'employee location city recognition dr humphries service engineering community', 'soil stabilization', 'terracon consultant', 'inc', 'ha received', 'letalier cup', 'professional practice', 'location city', 'lateral earth', 'dr humphries', 'national engineering firm approximately', 'received numerous', 'lateral earth pressure', 'senior geotechnical'}"
78,"Huray, Paul G.","{'sc', 'main streetcolumbia', 'swearingenroom main', 'swearingenroom main streetcolumbia'}"
79,"Huynh, Nathan","{'freight', 'drayage', 'port operation', 'health care', 'logistics'}"
80,"Imran, Jasim","{'turbidity current', 'sediment transport', 'unsteady free', 'unsteady free surface flow', 'free surface', 'numerical experimental modeling', 'mass gravity', 'gravity flow', 'numerical experimental', 'mass gravity flow', 'surface flow', 'experimental modeling'}"
81,"Jabbari, Esmaiel","{'tissue engineering', 'biomaterials', 'protein delivery'}"
82,"Jabbarzadeh, Ehsan","{'development biomaterials', 'parallel effort', 'vascular tissue', 'nanotube array', 'sc overarching', 'theme robust', 'mathematical model', 'modeling environmental', 'microenvironments based', 'construct single', 'tissue engineering', 'event linked', 'effort construct', 'proliferation differentiation investigation lab revolve around cell sense distinctive type mechanical', 'inflammatory response', 'environmental effect', 'carbon nanotube', 'room main', 'characteristic natural', 'understanding modeling', 'property investigation', 'integrate generate', 'differentiation investigation', 'implanted biomaterials', 'signaling output', 'development engineering', 'response work', 'current pharmaceutical', 'blanchette', 'main street', 'engineering tissue', 'signaling event', 'biochemical morphological', 'cell migration', 'proliferation differentiation', 'single cell', 'generate appropriate', 'associated cell', 'model intercellular', 'cell based', 'laboratory actively', 'commitment addition', 'bone vascular', 'cell sense', 'cue integrate', 'complemented parallel', 'key characteristic', 'room main street columbia', 'linked signaling', 'press', 'effect stem', 'overarching theme', 'tissue understanding', 'sc overarching theme robust design engineering tissue understanding modeling environmental effect stem cell differentiation tissue remodeling development engineering microenvironments based carbon nanotube array finely controllable biophysical biochemical property investigation molecular mechanism associated cell migration', 'extracellular matrix', 'engineering yanez', 'intercellular signaling', 'based mathematical', 'tissue remodeling', 'natural compound', 'recapitulate key', 'output associated', 'laboratory actively pursuing development biomaterials recapitulate key characteristic natural extracellular matrix application bone vascular tissue engineering yanez', 'appropriate response', 'application bone', 'molecular mechanism', 'finely controllable', 'using natural', 'actively pursuing', 'mechanism associated', 'robust design', 'investigation molecular', 'differentiation tissue', 'biomaterials recapitulate', 'natural extracellular', 'pharmaceutical design', 'around cell', 'matrix application', 'response implanted', 'array finely', 'based carbon', 'revolve around', 'jabbarzadeh', 'modulation inflammatory response implanted biomaterials using natural compound', 'cell differentiation', 'biophysical biochemical', 'biomaterials using', 'work complemented', 'modulation inflammatory', 'remodeling development', 'morphological cue', 'street columbia', 'distinctive type', 'associated fate', 'lab revolve', 'biochemical morphological cue integrate generate appropriate response work complemented parallel effort construct single cell based mathematical model intercellular signaling event linked signaling output associated fate commitment addition', 'biochemical property', 'design engineering', 'controllable biophysical', 'current pharmaceutical design', 'fate commitment', 'investigation lab', 'stem cell', 'pursuing development', 'engineering microenvironments', 'sense distinctive', 'type mechanical'}"
83,"Jalilvand, Golareh","{'contribution field', 'circuit ic', 'uofsc received', 'oxide fuel', 'green paradigm', 'dr golareh jalilvand assistant professor chemical engineering department uofsc received sc', 'optimization via', 'electroplating technique', 'packaging micro', 'thin film', 'reliability lab', 'collaboration department', 'microstructure optimization', 'worked silicon glass via tsv tgv based integration', 'faculty course', 'tsv tgv', 'dr golareh', 'learning method', 'recognized several', 'reliability solder', 'dr jalilvand', 'nano electronics', 'machine learning', 'assistant professor', 'field thin', 'relationship interconnects', 'film integrated', 'property relationship', 'working microstructure', 'currently working microstructure optimization via unique electroplating technique enhance reliability ic interconnects', 'sc ph material science engineering prior joining uofsc faculty course ph', 'thermo mechanical reliability solder joint', 'fabrication reliability', 'microstructure property', 'new interconnect', 'thermo mechanical', 'novel material interconnection', 'engineering department', 'via tsv', 'heterogeneous integration', 'national international', 'micro nano', 'interconnect material', 'worked silicon', 'several national', 'cell energy', 'department uofsc', 'sc ph', 'based integration', 'novel material', 'jalilvand microstructure', 'unique electroplating', 'material science', 'international platform', 'currently working', 'developed collaboration', 'jalilvand assistant', 'heterogeneous integration packaging micro nano electronics dr jalilvand contribution field thin film integrated microelectronics ha recognized several national international platform prior microelectronics', 'silicon glass', 'focused thin', 'ic interconnects', 'assistant microelectronics', 'professor chemical', 'lab central', 'technique enhance', 'film solid', 'wa graduate assistant microelectronics fabrication reliability lab central florida', 'microelectronics ha', 'fuel cell', 'microelectronics fabrication', 'solder joint', 'material dr', 'mechanical reliability', 'engineering uofsc', 'uofsc faculty', 'tgv based', 'received sc', 'ic assisted', 'method developed', 'golareh jalilvand', 'conversion green', 'glass via', 'central florida', 'focused thin film solid oxide fuel cell energy conversion green paradigm', 'course ph', 'enhance reliability', 'energy conversion', 'electronics dr', 'jalilvand contribution', 'ph material', 'studied new', 'wa graduate', 'science engineering', 'interconnects integrated', 'prior microelectronics', 'chemical engineering', 'platform prior', 'material interconnection', 'department computer', 'integrated microelectronics', 'via unique', 'integrated circuit', 'studied new interconnect material dr jalilvand microstructure property relationship interconnects integrated circuit ic assisted machine learning method developed collaboration department computer science engineering uofsc', 'engineering prior', 'assisted machine', 'reliability ic', 'prior joining', 'solid oxide', 'integration packaging', 'joining uofsc', 'graduate assistant', 'computer science', 'ha recognized'}"
84,"Jamshidi, Pooyan ","{'artificial intelligence', 'adversarial machine learning', 'computer system', 'adversarial machine', 'machine learning system', 'autonomic computing', 'machine learning', 'learning system'}"
85,"Kanapala, Neema ","{'neema kanapala', 'teach various', 'neema kanapala teach various undergraduate course', 'kanapala teach', 'undergraduate course', 'various undergraduate'}"
86,"Karakalos, Stavros G.","{'sims situ', 'intermediate lower', 'heterogeneous catalytic', 'interaction catalyst', 'interaction catalyst reactant interaction lead new intermediate lower activation energy end', 'lower activation', 'importance group', 'photoelectron spectroscopy', 'system important', 'electronic change', 'catalyst surface', 'catalytic treatment', 'interaction lead', 'information derived', 'solid material', 'violet photoelectron', 'vacuum situ', 'programmed desorption', 'model catalyst', 'spectroscopy ups', 'goal catalyst', 'ray induced auger electron spectroscopy xaes', 'spectroscopy xaes', 'order draw', 'model system', 'mechanism various', 'understanding reaction', 'mass spectroscopy', 'catalytic process', 'catalyst increase', 'safe conclusion', 'energetic pathway', 'secondary ion mass spectroscopy sims situ catalytic treatment', 'high vacuum', 'synchrotron radiation', 'property outermost', 'atomic layer', 'ultra high', 'achieved creating', 'derived study', 'activation energy', 'reaction mechanism', 'temperature programmed', 'change reaction', 'ion mass', 'catalyst reactant', 'undergo structural', 'nap xps', 'situ study', 'ray induced', 'ray synchrotron', 'increase rate', 'important order', 'study model', 'various heterogeneous', 'temperature programmed desorption tpd', 'group use', 'energy end', 'electronic property', 'electron spectroscopy', 'ultra violet', 'efficient technique', 'spectroscopy xps', 'structural electronic', 'composition electronic', 'process fundamental', 'catalyst necessity', 'rate reaction', 'outermost atomic', 'tprs', 'ultra violet photoelectron spectroscopy ups', 'layer solid', 'fundamental importance', 'understanding reaction mechanism various heterogeneous catalytic process fundamental importance group main goal catalyst increase rate reaction achieved creating new energetic pathway reaction', 'new energetic', 'desorption tpd', 'situ catalytic', 'surface undergo', 'draw safe', 'secondary ion', 'srpes', 'reaction use', 'group main', 'main goal', 'composition electronic property outermost atomic layer solid material', 'use ray', 'new intermediate', 'conclusion important', 'technique ultra', 'necessity group', 'study catalyst', 'use efficient', 'creating new', 'reaction achieved', 'study model system important order draw safe conclusion important information derived study model catalyst surface undergo structural electronic change reaction use efficient technique ultra high vacuum situ study catalyst necessity group use ray synchrotron radiation photoelectron spectroscopy xps', 'lead new', 'spectroscopy sims', 'radiation photoelectron', 'important information', 'auger electron', 'pathway reaction', 'determine structure', 'reactant interaction', 'induced auger'}"
87,"Karakchi, Rasha","{'fpga overlay', 'heterogeneous computing', 'specialpurpose processor', 'data analytics'}"
88,"Khan, Asif","{'sc', 'main streetcolumbia', 'swearingenroom main', 'swearingenroom main streetcolumbia'}"
89,"Khan, Jamil   A.","{'temperature distribution machining', 'melting casting', 'micro channel', 'computational experimental fluid dynamic related contaminant transport room', 'channel heat', 'distribution machining', 'change solidification', 'transfer porous', 'phase change', 'cfd analysis', 'welding', 'analysis ic', 'thermodynamic analysis ic engine', 'heat transfer porous medium', 'combustion process', 'ic engine', 'khan modeling', 'thermodynamic analysis', 'computational experimental', 'process etc', 'fluid flow', 'dr khan modeling manufacturing process', 'solidification melting', 'contaminant transport', 'heat transfer', 'analysis combustion', 'manufacturing process', 'micro channel heat transfer', 'transport room', 'experimental fluid', 'cfd analysis combustion process etc', 'flow phase', 'related contaminant', 'heat transfer fluid flow phase change solidification melting casting', 'dr khan', 'fluid dynamic', 'porous medium', 'transfer fluid', 'modeling manufacturing', 'temperature distribution', 'dynamic related'}"
90,"Kidane, Addis ","{'dynamic behavior', 'dynamic behavior material', 'digital image', 'image correlation', 'digital image correlation', 'behavior material', 'multifunctional material'}"
91,"Knight, Travis W.","{'advanced nuclear', 'nuclear fuel', 'fuel material', 'alternative us', 'alternative us nuclear power including hydrogen', 'us nuclear', 'nuclear power', 'dr knight area advanced nuclear fuel material', 'area advanced', 'including hydrogen', 'power propulsion', 'space nuclear power propulsion', 'power including', 'knight area', 'space nuclear', 'dr knight', 'nuclear safeguard', 'fuel cycle', 'nuclear fuel cycle'}"
92,"Koppel, Tarmo","{'decision support', 'thing iot', 'assessment risk', 'internet thing iot', 'smart workplace', 'assistant chatbots', 'tarmo koppel', 'remote sensing', 'sensor network', 'ai application', 'virtual assistant', 'threat assessment', 'health safety monitoring', 'topic ai', 'koppel topic', 'tarmo koppel topic ai application business virtual assistant chatbots', 'productivity enhancement', 'health safety', 'internet thing', 'industry', 'application business', 'threat assessment risk management', 'safety monitoring', 'business virtual', 'risk management', 'smart manufacturing'}"
93,"Lauterbach, Jochen","{'conversion', 'heterogeneous catalysis', 'ammonia decomposition synthesis', 'decomposition synthesis', 'ammonia decomposition', 'machine learning', 'highthroughput screening'}"
94,"Lee, Dongkyu","{'nanostructured oxide', 'oxide electrocatalysis', 'energy application'}"
95,"Lessner , Susan M.","{'patient elevated', 'greenville hospital', 'factor plaque', 'identify patient', 'rupture leading', 'new blood', 'focus vascular', 'bldg room', 'loading environment', 'intraplaque angiogenesis', 'biomechanics atherosclerosis', 'endarterectomy specimen', 'faculty mechanical', 'blood vessel', 'elevated risk', 'emphasis mechanical failure plaque rupture intraplaque angiogenesis atherosclerotic plaque rupture leading cause acute cardiovascular event heart attack stroke evidence suggests plaque rupture result adverse interaction biomechanical biological factor focus understanding interplay type factor', 'reduce incidence', 'vascular biology', 'particularly interested', 'rupture arterial', 'mechanical engineering', 'model human', 'experimental computational', 'method identify', 'tissue failure', 'sc lessner', 'mechanical failure', 'order develop method reduce incidence plaque rupture biological side', 'angiogenesis atherosclerotic', 'approach understand', 'specimen examine', 'road columbia', 'together vascular surgeon greenville hospital', 'risk acute', 'material failure', 'garner ferry', 'leading cause', 'micromechanics arterial', 'interaction biomechanical', 'examine relationship', 'biomechanical biological', 'play major', 'study micromechanics', 'arterial dissection', 'school medicine bldg room garner ferry road columbia', 'expression biomechanics', 'mouse model', 'develop method', 'vessel growth', 'palmetto health', 'vascular surgeon', 'type factor', 'lessner work', 'syndrome material', 'particularly interested intraplaque angiogenesis', 'new blood vessel growth', 'use transgenic', 'matrix organization', 'biomechanics front', 'interplay type', 'event heart', 'aim develop', 'focus understanding', 'mechano sensitive', 'engineering uofsc', 'rupture biological', 'incidence plaque', 'transgenic mouse', 'medicine bldg', 'rupture result', 'together vascular', 'interested intraplaque', 'plaque rupture', 'method reduce', 'heart attack', 'cardiovascular syndrome', 'gene expression', 'destabilizing factor plaque progression use transgenic mouse model human endarterectomy specimen examine relationship mechanical loading environment', 'failure plaque', 'suggests plaque', 'understanding interplay', 'work focus', 'musc', 'room garner', 'sensitive gene', 'rupture intraplaque', 'aim develop method identify patient elevated risk acute cardiovascular syndrome material failure play major role use experimental computational approach understand artery wall failure mechanism collaborate faculty mechanical engineering uofsc', 'emphasis mechanical', 'evidence suggests', 'order develop', 'biological factor', 'failure mechanism', 'plaque progression', 'ferry road', 'school medicine', 'attack stroke', 'cardiovascular event', 'artery wall', 'cause acute', 'sc lessner work focus vascular biology biomechanics atherosclerosis', 'atherosclerotic plaque', 'stroke evidence', 'relationship mechanical', 'biology biomechanics', 'understand artery', 'mechanical loading', 'progression use', 'collaborate faculty', 'factor focus', 'arterial tissue', 'major role', 'use experimental', 'mechano sensitive gene expression biomechanics front', 'role use', 'result adverse', 'biological side', 'human endarterectomy', 'surgeon greenville', 'mechanism collaborate', 'failure play', 'wall failure', 'acute cardiovascular', 'adverse interaction', 'destabilizing factor', 'computational approach', 'study micromechanics arterial tissue failure plaque rupture arterial dissection'}"
96,"Lewis, Jeremy ","{'lewis teach', 'jeremy lewis', 'teach various', 'undergraduate course', 'jeremy lewis teach various undergraduate course', 'various undergraduate'}"
